,movie_id,movie_title,movie_year,IMDB_rating,IMDB_votes,genres,IMDB_Avg_Rating,character_id,character_name,movie_id,movie_name,character_gender,position_in_credits
13,m181,simone,2010,8.3,9,['short'COMMA 'drama'COMMA 'horror'COMMA 'thriller'],0.9222222222222223,u2780,PREMIERE REPORTER 2,m181,simone,?,?
14,m181,simone,2010,8.3,9,['short'COMMA 'drama'COMMA 'horror'COMMA 'thriller'],0.9222222222222223,u2781,SECURITY GUARD,m181,simone,?,?
15,m181,simone,2010,8.3,9,['short'COMMA 'drama'COMMA 'horror'COMMA 'thriller'],0.9222222222222223,u2782,SIMONE,m181,simone,?,?
16,m181,simone,2010,8.3,9,['short'COMMA 'drama'COMMA 'horror'COMMA 'thriller'],0.9222222222222223,u2783,SIMONE / VIKTOR,m181,simone,?,?
17,m181,simone,2010,8.3,9,['short'COMMA 'drama'COMMA 'horror'COMMA 'thriller'],0.9222222222222223,u2784,VIKTOR,m181,simone,M,?
18,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8315,AULON,m565,the messenger,M,?
19,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8316,BEAUPERE,m565,the messenger,M,?
20,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8317,BISHOP,m565,the messenger,?,?
21,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8318,BUCK,m565,the messenger,?,?
22,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8319,BURGUNDY,m565,the messenger,?,?
23,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8320,CATHERINE,m565,the messenger,?,?
24,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8321,CAUCHON,m565,the messenger,M,?
25,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8322,CHARLES,m565,the messenger,m,?
26,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8323,D'ESTIVET,m565,the messenger,?,?
27,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8324,DIJON,m565,the messenger,?,?
28,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8325,DUNOIS,m565,the messenger,?,?
29,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8326,GILLES,m565,the messenger,?,?
30,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8327,JEAN LE MAISTRE,m565,the messenger,?,?
31,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8328,JEAN MIDI,m565,the messenger,?,?
32,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8329,JEANNE,m565,the messenger,F,?
33,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8330,LA HIRE,m565,the messenger,?,?
34,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8331,MAITRE MAURICE,m565,the messenger,?,?
35,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8332,MAN,m565,the messenger,M,?
36,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8333,PRIEST,m565,the messenger,m,?
37,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8334,REGNAULT,m565,the messenger,?,?
38,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8335,SOLDIER,m565,the messenger,?,?
39,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8336,TREMOILLE,m565,the messenger,?,?
40,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8337,XAINTRAILLES,m565,the messenger,?,?
41,m565,the messenger,2009/I,7.4,9224,['drama'COMMA 'romance'COMMA 'war'],0.0008022549869904597,u8338,YOLANDE,m565,the messenger,?,?
42,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6736,ANNOUNCER,m449,murderland,?,?
43,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6737,BRUCE,m449,murderland,M,?
44,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6738,FRED THOMISON,m449,murderland,?,?
45,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6739,JOHN C. MCCAY,m449,murderland,M,?
46,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6740,JOHNNY,m449,murderland,M,?
47,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6741,MATTHEW,m449,murderland,M,?
48,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6742,SAUNDRA,m449,murderland,F,?
49,m449,murderland,2009,5.8,88,['crime'COMMA 'drama'COMMA 'mystery'],0.0659090909090909,u6743,ZACH,m449,murderland,M,?
50,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u983,ALICE,m64,friday the 13th,f,?
51,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u984,BARRY,m64,friday the 13th,?,?
52,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u985,BILL,m64,friday the 13th,m,?
53,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u986,BRENDA,m64,friday the 13th,?,?
54,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u987,CLAUDETTE,m64,friday the 13th,?,?
55,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u988,JACK,m64,friday the 13th,?,?
56,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u989,MARCIE,m64,friday the 13th,?,?
57,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u990,MRS. VOORHEES,m64,friday the 13th,?,?
58,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u991,NED,m64,friday the 13th,?,?
59,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u992,SANDY,m64,friday the 13th,?,?
60,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u993,STEVE,m64,friday the 13th,?,?
61,m64,friday the 13th,2009,5.6,27499,['horror'],0.00020364376886432232,u994,TIERNEY,m64,friday the 13th,?,?
62,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8975,ADAMSON,m612,watchmen,?,?
63,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8976,ANALYST,m612,watchmen,?,?
64,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8977,BURNS,m612,watchmen,?,?
65,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8978,DR. LONG,m612,watchmen,?,?
66,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8979,DR. MANHATTAN,m612,watchmen,m,2
67,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8980,DREIBERG,m612,watchmen,m,6
68,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8981,HYDE,m612,watchmen,?,?
69,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8982,JANEY,m612,watchmen,?,?
70,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8983,JON,m612,watchmen,?,?
71,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8984,JUSTINE,m612,watchmen,?,?
72,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8985,LAURIE,m612,watchmen,f,1
73,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8986,MOLOCH,m612,watchmen,?,?
74,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8987,PRESIDENT,m612,watchmen,?,?
75,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8988,RORSCHACH,m612,watchmen,m,4
76,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8989,SCHMIDT,m612,watchmen,?,?
77,m612,watchmen,2009,7.8,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller'],5.767993551679003e-05,u8990,VEIDT,m612,watchmen,m,3
78,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3197,BARNHARDT,m211,the day the earth stood still,m,5
79,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3198,BOBBY,m211,the day the earth stood still,?,?
80,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3199,CAPTAIN,m211,the day the earth stood still,?,?
81,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3200,HARLEY,m211,the day the earth stood still,M,?
82,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3201,HELEN,m211,the day the earth stood still,f,2
83,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3202,HILDA,m211,the day the earth stood still,?,?
84,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3203,JEWELER,m211,the day the earth stood still,?,?
85,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3204,KLAATU,m211,the day the earth stood still,m,1
86,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3205,LIEUTENANT,m211,the day the earth stood still,?,?
87,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3206,MAJOR,m211,the day the earth stood still,?,?
88,m211,the day the earth stood still,2008,5.5,52489,['drama'COMMA 'sci-fi'COMMA 'thriller'],0.00010478385947531864,u3207,TOM,m211,the day the earth stood still,m,13
89,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4645,DR. EMLEE,m308,crazy love,M,?
90,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4646,LETTY,m308,crazy love,F,?
91,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4647,MICHAEL,m308,crazy love,M,?
92,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4648,MRS. HALLSTROM,m308,crazy love,?,?
93,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4649,MRS. MAYER,m308,crazy love,f,?
94,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4650,NURSE GATES,m308,crazy love,?,?
95,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4651,PAUL,m308,crazy love,M,?
96,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4652,PRINCIPAL GAIL,m308,crazy love,?,?
97,m308,crazy love,2007/I,7.0,944,['documentary'],0.007415254237288136,u4653,RUTH,m308,crazy love,f,?
98,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7902,ALONZO,m535,stranglehold,?,?
99,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7903,BURNS,m535,stranglehold,?,?
100,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7904,COOPER,m535,stranglehold,?,?
101,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7905,FILMORE,m535,stranglehold,?,?
102,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7906,MYERS,m535,stranglehold,?,?
103,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7907,OLO,m535,stranglehold,?,?
104,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7908,RICHTER,m535,stranglehold,?,?
105,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7909,SEN. FILMORE,m535,stranglehold,?,?
106,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7910,SMITTY,m535,stranglehold,?,?
107,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7911,STOCKTON,m535,stranglehold,?,?
108,m535,stranglehold,2007,8.6,907,['action'COMMA 'adventure'COMMA 'crime'],0.00948180815876516,u7912,WHITE,m535,stranglehold,?,?
109,m95,i am legend,2007,7.1,156084,['drama'COMMA 'sci-fi'COMMA 'thriller'],4.548832679839061e-05,u1422,EMMA,m95,i am legend,f,?
110,m95,i am legend,2007,7.1,156084,['drama'COMMA 'sci-fi'COMMA 'thriller'],4.548832679839061e-05,u1423,FRENCH VOICE,m95,i am legend,?,?
111,m95,i am legend,2007,7.1,156084,['drama'COMMA 'sci-fi'COMMA 'thriller'],4.548832679839061e-05,u1424,NEVILLE,m95,i am legend,m,1
112,m95,i am legend,2007,7.1,156084,['drama'COMMA 'sci-fi'COMMA 'thriller'],4.548832679839061e-05,u1425,OLD MAN,m95,i am legend,?,?
113,m95,i am legend,2007,7.1,156084,['drama'COMMA 'sci-fi'COMMA 'thriller'],4.548832679839061e-05,u1426,VIRGINIA,m95,i am legend,?,?
114,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1654,BLEEKER,m109,juno,m,2
115,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1655,BLEEKER'S MOM,m109,juno,?,?
116,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1656,BREN,m109,juno,f,5
117,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1657,GERTA,m109,juno,?,?
118,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1658,GIRL LAB PARTNER,m109,juno,?,?
119,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1659,GUY LAB PARTNER,m109,juno,?,?
120,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1660,JUNO,m109,juno,f,1
121,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1661,LEAH,m109,juno,f,7
122,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1662,MAC,m109,juno,f,1
123,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1663,MARK,m109,juno,m,4
124,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1664,PUNK RECEPTIONIST,m109,juno,?,?
125,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1665,ROLLO,m109,juno,?,?
126,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1666,SU-CHIN,m109,juno,?,?
127,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1667,ULTRASOUND TECH,m109,juno,?,?
128,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1668,VANESSA,m109,juno,f,3
129,m109,juno,2007,7.9,152436,['comedy'COMMA 'drama'],5.182502820855966e-05,u1669,VIJAY,m109,juno,?,?
130,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2350,BELL,m151,no country for old men,m,1
131,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2351,CARLA JEAN,m151,no country for old men,f,5
132,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2352,CHIGURH,m151,no country for old men,m,2
133,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2353,CLERK,m151,no country for old men,?,?
134,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2354,DRIVER,m151,no country for old men,?,?
135,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2355,ELLIS,m151,no country for old men,m,8
136,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2356,LORETTA,m151,no country for old men,?,?
137,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2357,MAN,m151,no country for old men,?,?
138,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2358,MAN AT CHAIR,m151,no country for old men,?,?
139,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2359,MOLLY,m151,no country for old men,?,?
140,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2360,MOSS,m151,no country for old men,m,3
141,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2361,MOTHER,m151,no country for old men,?,?
142,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2362,OFFICIAL,m151,no country for old men,?,?
143,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2363,PROPRIETOR,m151,no country for old men,m,17
144,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2364,ROSCOE,m151,no country for old men,?,?
145,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2365,WELLS,m151,no country for old men,m,4
146,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2366,WENDELL,m151,no country for old men,m,6
147,m151,no country for old men,2007,8.3,202649,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller'COMMA 'western'],4.0957517678350254e-05,u2367,WOMAN,m151,no country for old men,?,?
148,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7230,SCHOOL-MARM,m488,red white black & blue,?,?
149,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7231,ADAM,m488,red white black & blue,?,?
150,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7232,ARCHIE,m488,red white black & blue,?,?
151,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7233,BENNY,m488,red white black & blue,?,?
152,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7234,BILLY-BOY,m488,red white black & blue,M,?
153,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7235,CAPTAIN ALBERT,m488,red white black & blue,?,?
154,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7236,D.A. RAVICH,m488,red white black & blue,?,?
155,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7237,KITTLE,m488,red white black & blue,?,?
156,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7238,NENA,m488,red white black & blue,?,?
157,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7239,POP-SWEET,m488,red white black & blue,?,?
158,m488,red white black & blue,2006,6.3,37,['documentary'],0.17027027027027025,u7240,ZIMMERMANN,m488,red white black & blue,?,?
159,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u505,ANGELA,m32,black snake moan,f,4
160,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u506,BOJO,m32,black snake moan,?,?
161,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u507,BRYAN,m32,black snake moan,?,?
162,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u508,ELLA MAE,m32,black snake moan,?,?
163,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u509,GILL,m32,black snake moan,m,7
164,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u510,JESSE,m32,black snake moan,?,?
165,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u511,LAZARUS,m32,black snake moan,m,1
166,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u512,LINCOLN,m32,black snake moan,?,?
167,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u513,MAYELLA,m32,black snake moan,?,?
168,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u514,R.L.,m32,black snake moan,M,?
169,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u515,RAE,m32,black snake moan,f,2
170,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u516,RONNIE,m32,black snake moan,m,3
171,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u517,ROSE,m32,black snake moan,f,8
172,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u518,SANDY,m32,black snake moan,?,?
173,m32,black snake moan,2006,7.1,28509,['drama'],0.0002490441614928619,u519,TEHRONNE,m32,black snake moan,m,6
174,m437,miami vice,2006,6.0,52448,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller'],0.00011439902379499695,u6569,BARTENDER,m437,miami vice,?,?
175,m437,miami vice,2006,6.0,52448,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller'],0.00011439902379499695,u6570,CASTILLO,m437,miami vice,?,?
176,m437,miami vice,2006,6.0,52448,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller'],0.00011439902379499695,u6571,COLEMAN,m437,miami vice,?,?
177,m437,miami vice,2006,6.0,52448,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller'],0.00011439902379499695,u6572,CROCKETT,m437,miami vice,m,1
